"File","DeclaringType","Property","Kind","Line"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Path.cs","Path","ConnectionPointType","Property","91"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Path.cs","Path","Id","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Path.cs","Path","Limo","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Path.cs","Path","ShowArrowhead","Property","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Path.cs","Path","TextboxRectangle","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Path.cs","Path","Value","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","AllowInCell","Property","178"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","AllowOverlap","Property","185"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Alternate","Property","59"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","BlackWhiteMode","Property","311"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","BorderBottomColor","Property","213"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","BorderLeftColor","Property","206"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","BorderRightColor","Property","220"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","BorderTopColor","Property","199"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Bullet","Property","136"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Button","Property","122"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Class","Property","45"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Clip","Property","367"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","ClipToWrap","Property","360"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","ConnectorType","Property","304"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","CoordinateOrigin","Property","73"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","CoordinateSize","Property","66"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","DiagramLayout","Property","227"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","DiagramLayoutMostRecentUsed","Property","241"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","DiagramNodeKind","Property","234"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","DoubleClickNotify","Property","115"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","FillColor","Property","262"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Filled","Property","255"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","ForceDash","Property","332"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","GfxData","Property","374"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Horizontal","Property","143"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","HorizontalAlignment","Property","171"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","HorizontalNoShade","Property","157"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","HorizontalPercentage","Property","164"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","HorizontalStandard","Property","150"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Href","Property","31"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Id","Property","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","InsetMode","Property","248"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","InsetPen","Property","290"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","NormalBlackWhiteMode","Property","325"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Ole","Property","346"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","OleIcon","Property","339"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Oned","Property","101"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","OptionalNumber","Property","297"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","OptionalString","Property","94"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Points","Property","381"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","PreferRelative","Property","353"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Print","Property","87"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","PureBlackWhiteMode","Property","318"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","RegroupId","Property","108"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","StrokeColor","Property","276"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Stroked","Property","269"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","StrokeWeight","Property","283"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Style","Property","24"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Target","Property","38"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","Title","Property","52"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","UserDrawn","Property","192"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","UserHidden","Property","129"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","PolyLine","WrapCoordinates","Property","80"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Proxy.cs","Proxy","ConnectionLocation","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Proxy.cs","Proxy","End","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Proxy.cs","Proxy","ShapeReference","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Proxy.cs","Proxy","Start","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","AllowInCell","Property","178"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","AllowOverlap","Property","185"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Alternate","Property","59"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","BlackWhiteMode","Property","311"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","BorderBottomColor","Property","213"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","BorderLeftColor","Property","206"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","BorderRightColor","Property","220"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","BorderTopColor","Property","199"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Bullet","Property","136"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Button","Property","122"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Class","Property","45"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Clip","Property","367"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","ClipToWrap","Property","360"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","ConnectorType","Property","304"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","CoordinateOrigin","Property","73"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","CoordinateSize","Property","66"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","DiagramLayout","Property","227"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","DiagramLayoutMostRecentUsed","Property","241"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","DiagramNodeKind","Property","234"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","DoubleClickNotify","Property","115"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","FillColor","Property","262"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Filled","Property","255"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","ForceDash","Property","332"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","GfxData","Property","374"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Horizontal","Property","143"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","HorizontalAlignment","Property","171"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","HorizontalNoShade","Property","157"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","HorizontalPercentage","Property","164"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","HorizontalStandard","Property","150"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Href","Property","31"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Id","Property","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","InsetMode","Property","248"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","InsetPen","Property","290"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","NormalBlackWhiteMode","Property","325"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Ole","Property","346"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","OleIcon","Property","339"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Oned","Property","101"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","OptionalNumber","Property","297"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","OptionalString","Property","94"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","PreferRelative","Property","353"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Print","Property","87"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","PureBlackWhiteMode","Property","318"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","RegroupId","Property","108"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","StrokeColor","Property","276"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Stroked","Property","269"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","StrokeWeight","Property","283"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Style","Property","24"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Target","Property","38"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","Title","Property","52"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","UserDrawn","Property","192"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","UserHidden","Property","129"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Rectangle","WrapCoordinates","Property","80"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RegroupTable.cs","RegroupTable","Extension","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Relation.cs","Relation","CenterShapeId","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Relation.cs","Relation","DestinationId","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Relation.cs","Relation","Extension","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Relation.cs","Relation","SourceId","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RelationTable.cs","RelationTable","Extension","Property","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","AllowInCell","Property","171"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","AllowOverlap","Property","178"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Alternate","Property","59"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","ArcSize","Property","374"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","BlackWhiteMode","Property","304"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","BorderBottomColor","Property","206"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","BorderLeftColor","Property","199"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","BorderRightColor","Property","213"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","BorderTopColor","Property","192"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Bullet","Property","129"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Button","Property","115"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Class","Property","45"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Clip","Property","360"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","ClipToWrap","Property","353"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","ConnectorType","Property","297"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","CoordinateSize","Property","66"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","DiagramLayout","Property","220"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","DiagramLayoutMostRecentUsed","Property","234"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","DiagramNodeKind","Property","227"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","DoubleClickNotify","Property","108"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","FillColor","Property","255"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Filled","Property","248"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","ForceDash","Property","325"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","GfxData","Property","367"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Horizontal","Property","136"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","HorizontalAlignment","Property","164"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","HorizontalNoShade","Property","150"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","HorizontalPercentage","Property","157"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","HorizontalStandard","Property","143"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Href","Property","31"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Id","Property","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","InsetMode","Property","241"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","InsetPen","Property","283"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","NormalBlackWhiteMode","Property","318"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Ole","Property","339"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","OleIcon","Property","332"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Oned","Property","94"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","OptionalNumber","Property","290"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","OptionalString","Property","87"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","PreferRelative","Property","346"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Print","Property","80"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","PureBlackWhiteMode","Property","311"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","RegroupId","Property","101"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","StrokeColor","Property","269"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Stroked","Property","262"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","StrokeWeight","Property","276"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Style","Property","24"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Target","Property","38"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","Title","Property","52"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","UserDrawn","Property","185"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","UserHidden","Property","122"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RoundRectangle","WrapCoordinates","Property","73"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rule.cs","Rule","How","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rule.cs","Rule","Id","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rule.cs","Rule","ShapeReference","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rule.cs","Rule","Type","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Shadow","Color","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Shadow","Color2","Property","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Shadow","Id","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Shadow","Matrix","Property","84"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Shadow","Obscured","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Shadow","Offset","Property","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Shadow","Offset2","Property","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Shadow","On","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Shadow","Opacity","Property","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Shadow","Origin","Property","77"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Shadow","Type","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Shape","Adjustment","Property","381"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Shape","AllowInCell","Property","178"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Shape","AllowOverlap","Property","185"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Shape","Alternate","Property","59"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Shape","BlackWhiteMode","Property","311"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Shape","BorderBottomColor","Property","213"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Shape","BorderLeftColor","Property","206"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Shape","BorderRightColor","Property","220"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Shape","BorderTopColor","Property","199"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Shape","Bullet","Property","136"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Shape","Button","Property","122"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Shape","Class","Property","45"
