"File","Property","Line"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office.OEmbed\OEmbedShared.cs","Type","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\DataModelExtensionBlock.cs","MinVer","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\DataModelExtensionBlock.cs","RelId","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Drawing.cs","ShapeTree","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShape.cs","GroupShapeNonVisualProperties","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShape.cs","GroupShapeProperties","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShapeNonVisualProperties.cs","NonVisualDrawingProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShapeNonVisualProperties.cs","NonVisualGroupDrawingShapeProperties","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShapeProperties.cs","BlackWhiteMode","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShapeProperties.cs","TransformGroup","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShapeType.cs","GroupShapeNonVisualProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShapeType.cs","GroupShapeProperties","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","ModelId","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","OfficeArtExtensionList","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","ShapeNonVisualProperties","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","ShapeProperties","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","ShapeStyle","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","TextBody","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","Transform2D","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\ShapeNonVisualProperties.cs","NonVisualDrawingProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\ShapeNonVisualProperties.cs","NonVisualDrawingShapeProperties","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\ShapeProperties.cs","BlackWhiteMode","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\ShapeProperties.cs","Transform2D","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\ShapeTree.cs","GroupShapeNonVisualProperties","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\ShapeTree.cs","GroupShapeProperties","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\TextBody.cs","BodyProperties","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\TextBody.cs","ListStyle","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Pictures\BlipFill.cs","Blip","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Pictures\BlipFill.cs","Dpi","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Pictures\BlipFill.cs","RotateWithShape","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Pictures\BlipFill.cs","SourceRectangle","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Pictures\ShapeProperties.cs","BlackWhiteMode","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Pictures\ShapeProperties.cs","Transform2D","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.SVG\SVGBlip.cs","Embed","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.SVG\SVGBlip.cs","Link","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Anchor.cs","X","75"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Anchor.cs","Y","107"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Anchor.cs","Z","144"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Backdrop.cs","Anchor","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Backdrop.cs","ExtensionList","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Backdrop.cs","Normal","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Backdrop.cs","UpVector","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Bevel.cs","Height","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Bevel.cs","Preset","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Bevel.cs","Width","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Camera.cs","FieldOfView","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Camera.cs","Preset","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Camera.cs","Rotation","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Camera.cs","Zoom","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\CameraTool.cs","CellRange","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\CameraTool.cs","ShapeId","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\HiddenScene3D.cs","Backdrop","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\HiddenScene3D.cs","Camera","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\HiddenScene3D.cs","ExtensionList","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\HiddenScene3D.cs","LightRig","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\HiddenShape3D.cs","BevelBottom","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\HiddenShape3D.cs","BevelTop","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\HiddenShape3D.cs","ContourColor","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\HiddenShape3D.cs","ContourWidth","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\HiddenShape3D.cs","ExtensionList","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\HiddenShape3D.cs","ExtrusionColor","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\HiddenShape3D.cs","ExtrusionHeight","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\HiddenShape3D.cs","PresetMaterial","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\HiddenShape3D.cs","Z","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\LightRig.cs","Direction","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\LightRig.cs","Rig","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\LightRig.cs","Rotation","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Scene3D.cs","Camera","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Scene3D.cs","LightRig","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Scene3DType.cs","Backdrop","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Scene3DType.cs","Camera","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Scene3DType.cs","ExtensionList","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Scene3DType.cs","LightRig","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3D.cs","BevelBottom","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3D.cs","BevelTop","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3D.cs","ContourColor","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3D.cs","ContourWidth","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3D.cs","ExtensionList","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3D.cs","ExtrusionColor","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3D.cs","ExtrusionHeight","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3D.cs","PresetMaterial","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3D.cs","Z","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3DType.cs","BevelBottom","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3DType.cs","BevelTop","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3DType.cs","ContourColor","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3DType.cs","ContourWidth","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3DType.cs","ExtensionList","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3DType.cs","ExtrusionColor","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3DType.cs","ExtrusionHeight","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3DType.cs","PresetMaterial","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Shape3DType.cs","Z","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Vector3DType.cs","Dx","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Vector3DType.cs","Dy","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\3D\Vector3DType.cs","Dz","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandlePolar.cs","AngleAdjustmentGuide","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandlePolar.cs","MaxAngle","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandlePolar.cs","MaxRadial","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandlePolar.cs","MinAngle","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandlePolar.cs","MinRadial","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandlePolar.cs","Position","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandlePolar.cs","RadialAdjustmentGuide","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandleXY.cs","MaxX","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandleXY.cs","MaxY","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandleXY.cs","MinX","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandleXY.cs","MinY","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandleXY.cs","Position","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandleXY.cs","XAdjustmentGuide","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Adjust handles\AdjustHandleXY.cs","YAdjustmentGuide","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Alpha operations\AlphaBiLevel.cs","Threshold","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Alpha operations\AlphaModulationEffect.cs","EffectContainer","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Alpha operations\AlphaModulationFixed.cs","Amount","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Alpha operations\AlphaOutset.cs","Radius","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Alpha operations\AlphaReplace.cs","Alpha","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticBlur.cs","Radius","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticCement.cs","CrackSpacing","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticCement.cs","Transparency","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticCrisscrossEtching.cs","Pressure","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticCutout.cs","NumberOfShades","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticFilmGrain.cs","GrainSize","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticGlass.cs","Scaling","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticGlowDiffused.cs","Intensity","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticGlowEdges.cs","Smoothness","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticLightScreen.cs","GridSize","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticLineDrawing.cs","PencilSize","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticMarker.cs","Size","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticMosaicBubbles.cs","Pressure","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPaintBrush.cs","BrushSize","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPaintStrokes.cs","Intensity","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPastelsSmooth.cs","BrushSize","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPencilGrayscale.cs","BrushSize","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPencilSketch.cs","Pressure","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPhotocopy.cs","Detail","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPlasticWrap.cs","Smoothness","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticTexturizer.cs","Scaling","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticWatercolorSponge.cs","BrushSize","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioCDTimeType.cs","Time","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioCDTimeType.cs","Track","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioFromCD.cs","EndTime","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioFromCD.cs","StartTime","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioFromFile.cs","ExtensionList","22"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioFromFile.cs","Link","15"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\QuickTimeFromFile.cs","ExtensionList","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\QuickTimeFromFile.cs","Link","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\VideoFromFile.cs","ExtensionList","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\VideoFromFile.cs","Link","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Autonumbering\AutoNumberedBullet.cs","StartAt","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Autonumbering\AutoNumberedBullet.cs","Type","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Autonumbering\CharacterBullet.cs","Char","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundBlurProperties.cs","OfficeArtExtensionList","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundMark.cs","FirstXCoordinate","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundMark.cs","FirstYCoordinate","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundMark.cs","SecondXCoordinate","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundMark.cs","SecondYCoordinate","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundNormalProperties.cs","OfficeArtExtensionList","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundProperties.cs","Mode","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundProperties.cs","Normal","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundProperties.cs","Pure","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundProperties.cs","TargetScreenSize","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemoval.cs","MarqueeBottom","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemoval.cs","MarqueeLeft","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemoval.cs","MarqueeRight","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemoval.cs","MarqueeTop","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemovedProperties.cs","OfficeArtExtensionList","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\ForegroundMark.cs","FirstXCoordinate","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\ForegroundMark.cs","FirstYCoordinate","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\ForegroundMark.cs","SecondXCoordinate","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\ForegroundMark.cs","SecondYCoordinate","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorChange.cs","ColorFrom","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorChange.cs","ColorTo","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorChange.cs","UseAlpha","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","Accent1","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","Accent2","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","Accent3","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","Accent4","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","Accent5","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","Accent6","77"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","Background1","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","Background2","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","FollowedHyperlink","91"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","Hyperlink","84"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","Text1","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","Text2","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMappingType.cs","ExtensionList","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\HslColor.cs","Hue","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\HslColor.cs","Luminance","51"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\HslColor.cs","Saturation","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\PresetColor.cs","Index","32"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\RgbColorModelPercentage.cs","Blue","54"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\RgbColorModelPercentage.cs","Green","39"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\RgbColorModelPercentage.cs","Red","24"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\SchemeColor.cs","Index","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\SystemColor.cs","Index","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\SystemColor.cs","LastColor","50"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","ConnectorLockingExtensionList","84"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","NoAdjustHandles","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","NoChangeArrowheads","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","NoChangeAspect","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","NoChangeShapeType","77"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","NoEditPoints","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","NoGrouping","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","NoMove","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","NoResize","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","NoRotation","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","NoSelection","21"
