"File","DeclaringType","Property","Kind"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShape.cs","GroupShape","GroupShapeNonVisualProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShape.cs","GroupShape","GroupShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShapeNonVisualProperties.cs","GroupShapeNonVisualProperties","NonVisualDrawingProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShapeNonVisualProperties.cs","GroupShapeNonVisualProperties","NonVisualGroupDrawingShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShapeProperties.cs","GroupShapeProperties","BlackWhiteMode","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShapeProperties.cs","GroupShapeProperties","TransformGroup","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShapeType.cs","GroupShapeType","GroupShapeNonVisualProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\GroupShapeType.cs","GroupShapeType","GroupShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","Shape","ModelId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","Shape","OfficeArtExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","Shape","ShapeNonVisualProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","Shape","ShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","Shape","ShapeStyle","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","Shape","TextBody","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\Shape.cs","Shape","Transform2D","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\ShapeNonVisualProperties.cs","ShapeNonVisualProperties","NonVisualDrawingProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\ShapeNonVisualProperties.cs","ShapeNonVisualProperties","NonVisualDrawingShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\ShapeProperties.cs","ShapeProperties","BlackWhiteMode","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\ShapeProperties.cs","ShapeProperties","Transform2D","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\ShapeTree.cs","ShapeTree","GroupShapeNonVisualProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\ShapeTree.cs","ShapeTree","GroupShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\TextBody.cs","TextBody","BodyProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Office\TextBody.cs","TextBody","ListStyle","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Pictures\BlipFill.cs","BlipFill","Blip","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Pictures\BlipFill.cs","BlipFill","Dpi","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Pictures\BlipFill.cs","BlipFill","RotateWithShape","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Pictures\BlipFill.cs","BlipFill","SourceRectangle","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Pictures\ShapeProperties.cs","ShapeProperties","BlackWhiteMode","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Pictures\ShapeProperties.cs","ShapeProperties","Transform2D","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.SVG\SVGBlip.cs","SVGBlip","Embed","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.SVG\SVGBlip.cs","SVGBlip","Link","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticCrisscrossEtching.cs","ArtisticCrisscrossEtching","Pressure","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticCutout.cs","ArtisticCutout","NumberOfShades","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticFilmGrain.cs","ArtisticFilmGrain","GrainSize","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticGlass.cs","ArtisticGlass","Scaling","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticGlowDiffused.cs","ArtisticGlowDiffused","Intensity","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticGlowEdges.cs","ArtisticGlowEdges","Smoothness","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticLightScreen.cs","ArtisticLightScreen","GridSize","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticLineDrawing.cs","ArtisticLineDrawing","PencilSize","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticMarker.cs","ArtisticMarker","Size","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticMosaicBubbles.cs","ArtisticMosaicBubbles","Pressure","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPaintBrush.cs","ArtisticPaintBrush","BrushSize","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPaintStrokes.cs","ArtisticPaintStrokes","Intensity","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPastelsSmooth.cs","ArtisticPastelsSmooth","BrushSize","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPencilGrayscale.cs","ArtisticPencilGrayscale","BrushSize","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPencilSketch.cs","ArtisticPencilSketch","Pressure","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPhotocopy.cs","ArtisticPhotocopy","Detail","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticPlasticWrap.cs","ArtisticPlasticWrap","Smoothness","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticTexturizer.cs","ArtisticTexturizer","Scaling","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Artistic drawings\ArtisticWatercolorSponge.cs","ArtisticWatercolorSponge","BrushSize","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioCDTimeType.cs","AudioCDTimeType","Time","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioCDTimeType.cs","AudioCDTimeType","Track","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioFromCD.cs","AudioFromCD","EndTime","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioFromCD.cs","AudioFromCD","StartTime","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioFromFile.cs","AudioFromFile","ExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\AudioFromFile.cs","AudioFromFile","Link","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\QuickTimeFromFile.cs","QuickTimeFromFile","ExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\QuickTimeFromFile.cs","QuickTimeFromFile","Link","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\VideoFromFile.cs","VideoFromFile","ExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Audio-video\VideoFromFile.cs","VideoFromFile","Link","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Autonumbering\AutoNumberedBullet.cs","AutoNumberedBullet","StartAt","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Autonumbering\AutoNumberedBullet.cs","AutoNumberedBullet","Type","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Autonumbering\CharacterBullet.cs","CharacterBullet","Char","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundBlurProperties.cs","BackgroundBlurProperties","OfficeArtExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundMark.cs","BackgroundMark","FirstXCoordinate","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundMark.cs","BackgroundMark","FirstYCoordinate","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundMark.cs","BackgroundMark","SecondXCoordinate","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundMark.cs","BackgroundMark","SecondYCoordinate","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundNormalProperties.cs","BackgroundNormalProperties","OfficeArtExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundProperties.cs","BackgroundProperties","Mode","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundProperties.cs","BackgroundProperties","Normal","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundProperties.cs","BackgroundProperties","Pure","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundProperties.cs","BackgroundProperties","TargetScreenSize","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemoval.cs","BackgroundRemoval","MarqueeBottom","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemoval.cs","BackgroundRemoval","MarqueeLeft","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemoval.cs","BackgroundRemoval","MarqueeRight","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemoval.cs","BackgroundRemoval","MarqueeTop","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\BackgroundRemovedProperties.cs","BackgroundRemovedProperties","OfficeArtExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\ForegroundMark.cs","ForegroundMark","FirstXCoordinate","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\ForegroundMark.cs","ForegroundMark","FirstYCoordinate","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\ForegroundMark.cs","ForegroundMark","SecondXCoordinate","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Background properties\ForegroundMark.cs","ForegroundMark","SecondYCoordinate","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorChange.cs","ColorChange","ColorFrom","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorChange.cs","ColorChange","ColorTo","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorChange.cs","ColorChange","UseAlpha","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","ColorMap","Accent1","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","ColorMap","Accent2","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","ColorMap","Accent3","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","ColorMap","Accent4","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","ColorMap","Accent5","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","ColorMap","Accent6","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","ColorMap","Background1","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","ColorMap","Background2","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","ColorMap","FollowedHyperlink","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","ColorMap","Hyperlink","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","ColorMap","Text1","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMap.cs","ColorMap","Text2","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\ColorMappingType.cs","ColorMappingType","ExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\PresetColor.cs","PresetColor","Index","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\SchemeColor.cs","SchemeColor","Index","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\SystemColor.cs","SystemColor","Index","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Colors\SystemColor.cs","SystemColor","LastColor","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","ConnectionShapeLocks","ConnectorLockingExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","ConnectionShapeLocks","NoAdjustHandles","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","ConnectionShapeLocks","NoChangeArrowheads","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","ConnectionShapeLocks","NoChangeAspect","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","ConnectionShapeLocks","NoChangeShapeType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","ConnectionShapeLocks","NoEditPoints","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","ConnectionShapeLocks","NoGrouping","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","ConnectionShapeLocks","NoMove","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","ConnectionShapeLocks","NoResize","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","ConnectionShapeLocks","NoRotation","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionShapeLocks.cs","ConnectionShapeLocks","NoSelection","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionSite.cs","ConnectionSite","Angle","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionSite.cs","ConnectionSite","Position","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionType.cs","ConnectionType","Id","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectionType.cs","ConnectionType","Index","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Connectors\ConnectorLockingExtension.cs","ConnectorLockingExtension","Uri","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\AdjustPoint2DType.cs","AdjustPoint2DType","X","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\AdjustPoint2DType.cs","AdjustPoint2DType","Y","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\ArcTo.cs","ArcTo","HeightRadius","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\ArcTo.cs","ArcTo","StartAngle","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\ArcTo.cs","ArcTo","SwingAngle","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\ArcTo.cs","ArcTo","WidthRadius","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\CustomGeometry.cs","CustomGeometry","AdjustHandleList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\CustomGeometry.cs","CustomGeometry","AdjustValueList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\CustomGeometry.cs","CustomGeometry","ConnectionSiteList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\CustomGeometry.cs","CustomGeometry","PathList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\CustomGeometry.cs","CustomGeometry","Rectangle","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\CustomGeometry.cs","CustomGeometry","ShapeGuideList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\LineTo.cs","LineTo","Point","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\MoveTo.cs","MoveTo","Point","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Path.cs","Path","ExtrusionOk","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Path.cs","Path","Fill","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Path.cs","Path","Height","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Path.cs","Path","Stroke","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Path.cs","Path","Width","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Rectangle.cs","Rectangle","Bottom","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Rectangle.cs","Rectangle","Left","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Rectangle.cs","Rectangle","Right","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Custom geometry\Rectangle.cs","Rectangle","Top","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Drawing properties for document objects\Extent.cs","Extent","Cx","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Drawing properties for document objects\Extent.cs","Extent","Cy","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\BiLevel.cs","BiLevel","Threshold","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Blend.cs","Blend","BlendMode","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Blend.cs","Blend","EffectContainer","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Blur.cs","Blur","Grow","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Blur.cs","Blur","Radius","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Effect.cs","Effect","Reference","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectContainerType.cs","EffectContainerType","Name","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectContainerType.cs","EffectContainerType","Type","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","EffectList","Blur","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","EffectList","FillOverlay","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","EffectList","Glow","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","EffectList","InnerShadow","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","EffectList","OuterShadow","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","EffectList","PresetShadow","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","EffectList","Reflection","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectList.cs","EffectList","SoftEdge","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\EffectReference.cs","EffectReference","Color","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Glow.cs","Glow","Color","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Glow.cs","Glow","Radius","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\HiddenEffectsProperties.cs","HiddenEffectsProperties","EffectDag","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\HiddenEffectsProperties.cs","HiddenEffectsProperties","EffectList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","Alignment","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","BlurRadius","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","Direction","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","Distance","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","EndAlpha","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","EndPosition","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","FadeDirection","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","HorizontalRatio","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","HorizontalSkew","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","RotateWithShape","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","StartOpacity","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","StartPosition","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","VerticalRatio","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Effects\Reflection.cs","Reflection","VerticalSkew","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Extensibility\CompatExtension.cs","CompatExtension","ShapeId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Fill types\Blip.cs","Blip","CompressionState","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings\Fill types\Blip.cs","Blip","Embed","Property"
